Aantal,Aantal per 100000 inwoners,BevAant,Count,Datum,Gemeente
81.0,15.0,537833.0,22,03-25-2020,'s-Gravenhage
63.0,12.0,537833.0,21,03-24-2020,'s-Gravenhage
53.0,10.0,537833.0,20,03-23-2020,'s-Gravenhage
47.0,9.0,537833.0,19,03-22-2020,'s-Gravenhage
44.0,8.0,537833.0,18,03-21-2020,'s-Gravenhage
36.0,7.0,537833.0,17,03-20-2020,'s-Gravenhage
27.0,5.0,537833.0,16,03-19-2020,'s-Gravenhage
21.0,4.0,537833.0,15,03-18-2020,'s-Gravenhage
17.0,3.0,537833.0,14,03-17-2020,'s-Gravenhage
10.0,2.0,537833.0,12,03-16-2020,'s-Gravenhage
14.0,3.0,537833.0,13,03-16-2020,'s-Gravenhage
9.0,2.0,537833.0,11,03-14-2020,'s-Gravenhage
8.0,1.0,537833.0,10,03-13-2020,'s-Gravenhage
7.0,1.0,537833.0,09,03-12-2020,'s-Gravenhage
7.0,1.0,537833.0,08,03-11-2020,'s-Gravenhage
3.0,1.0,537833.0,07,03-10-2020,'s-Gravenhage
2.0,0.0,537833.0,06,03-09-2020,'s-Gravenhage
2.0,0.0,537833.0,05,03-08-2020,'s-Gravenhage
2.0,0.0,537833.0,04,03-07-2020,'s-Gravenhage
2.0,0.0,537833.0,03,03-06-2020,'s-Gravenhage
75.0,49.0,154205.0,22,03-25-2020,'s-Hertogenbosch
67.0,43.0,154205.0,21,03-24-2020,'s-Hertogenbosch
60.0,39.0,154205.0,20,03-23-2020,'s-Hertogenbosch
55.0,36.0,154205.0,19,03-22-2020,'s-Hertogenbosch
45.0,29.0,154205.0,18,03-21-2020,'s-Hertogenbosch
38.0,25.0,154205.0,17,03-20-2020,'s-Hertogenbosch
35.0,23.0,154205.0,16,03-19-2020,'s-Hertogenbosch
30.0,19.0,154205.0,15,03-18-2020,'s-Hertogenbosch
24.0,16.0,154205.0,14,03-17-2020,'s-Hertogenbosch
14.0,9.0,154205.0,12,03-16-2020,'s-Hertogenbosch
20.0,13.0,154205.0,13,03-16-2020,'s-Hertogenbosch
14.0,9.0,154205.0,11,03-14-2020,'s-Hertogenbosch
11.0,7.0,154205.0,10,03-13-2020,'s-Hertogenbosch
8.0,5.0,154205.0,09,03-12-2020,'s-Hertogenbosch
5.0,3.0,154205.0,08,03-11-2020,'s-Hertogenbosch
4.0,3.0,154205.0,07,03-10-2020,'s-Hertogenbosch
3.0,2.0,154205.0,06,03-09-2020,'s-Hertogenbosch
2.0,1.0,154205.0,05,03-08-2020,'s-Hertogenbosch
2.0,1.0,154205.0,04,03-07-2020,'s-Hertogenbosch
99.0,64.0,154205.0,17,03-20-2020,* Bij 112 personen is de woonplaats niet van bekend
99.0,64.0,154205.0,18,03-21-2020,* Bij 137 personen is de woonplaats niet van bekend
99.0,64.0,154205.0,20,03-23-2020,* Bij 184 personen is de woonplaats niet van bekend
99.0,64.0,154205.0,21,03-24-2020,* Bij 200 personen is de woonplaats niet van bekend
99.0,64.0,154205.0,22,03-25-2020,* Bij 213 personen is de woonplaats niet van bekend
99.0,64.0,154205.0,19,03-22-2020,* Bij 55 personen is de woonplaats niet van bekend
13.0,8.0,154205.0,11,03-14-2020,* postcode ontbreekt bij 37 pt en 1 woont in buitenland
13.0,8.0,154205.0,12,03-16-2020,* postcode ontbreekt bij 58 pt en 1 woont in buitenland
99.0,64.0,154205.0,14,03-17-2020,* postcode ontbreekt bij 70 pt en 1 woont in buitenland
13.0,8.0,154205.0,13,03-16-2020,* postcode ontbreekt bij 70 pt en 1 woont in buitenland
99.0,64.0,154205.0,15,03-18-2020,* postcode ontbreekt bij 84 pt en 1 woont in buitenland
99.0,64.0,154205.0,16,03-19-2020,* postcode ontbreekt bij 89 pt en 1 woont in buitenland
1.0,4.0,25386.0,22,03-25-2020,Aa en Hunze
1.0,4.0,25386.0,21,03-24-2020,Aa en Hunze
1.0,4.0,25386.0,20,03-23-2020,Aa en Hunze
1.0,4.0,25386.0,19,03-22-2020,Aa en Hunze
0.0,0.0,25386.0,18,03-21-2020,Aa en Hunze
0.0,0.0,25386.0,17,03-20-2020,Aa en Hunze
0.0,0.0,25386.0,16,03-19-2020,Aa en Hunze
0.0,0.0,25386.0,15,03-18-2020,Aa en Hunze
0.0,0.0,25386.0,14,03-17-2020,Aa en Hunze
10.0,32.0,31728.0,22,03-25-2020,Aalsmeer
9.0,28.0,31728.0,21,03-24-2020,Aalsmeer
8.0,25.0,31728.0,20,03-23-2020,Aalsmeer
7.0,22.0,31728.0,19,03-22-2020,Aalsmeer
5.0,16.0,31728.0,18,03-21-2020,Aalsmeer
5.0,16.0,31728.0,17,03-20-2020,Aalsmeer
4.0,13.0,31728.0,16,03-19-2020,Aalsmeer
3.0,9.0,31728.0,15,03-18-2020,Aalsmeer
3.0,9.0,31728.0,14,03-17-2020,Aalsmeer
3.0,9.0,31728.0,12,03-16-2020,Aalsmeer
3.0,9.0,31728.0,13,03-16-2020,Aalsmeer
3.0,9.0,31728.0,11,03-14-2020,Aalsmeer
3.0,9.0,31728.0,10,03-13-2020,Aalsmeer
2.0,6.0,31728.0,09,03-12-2020,Aalsmeer
2.0,6.0,31728.0,08,03-11-2020,Aalsmeer
2.0,6.0,31728.0,07,03-10-2020,Aalsmeer
2.0,7.0,27011.0,22,03-25-2020,Aalten
1.0,4.0,27011.0,21,03-24-2020,Aalten
1.0,4.0,27011.0,20,03-23-2020,Aalten
1.0,4.0,27011.0,19,03-22-2020,Aalten
1.0,4.0,27011.0,18,03-21-2020,Aalten
1.0,4.0,27011.0,17,03-20-2020,Aalten
0.0,0.0,27011.0,16,03-19-2020,Aalten
0.0,0.0,27011.0,15,03-18-2020,Aalten
0.0,0.0,27011.0,14,03-17-2020,Aalten
1.0,4.0,27852.0,22,03-25-2020,Achtkarspelen
0.0,0.0,27852.0,21,03-24-2020,Achtkarspelen
0.0,0.0,27852.0,20,03-23-2020,Achtkarspelen
0.0,0.0,27852.0,19,03-22-2020,Achtkarspelen
0.0,0.0,27852.0,18,03-21-2020,Achtkarspelen
0.0,0.0,27852.0,17,03-20-2020,Achtkarspelen
0.0,0.0,27852.0,16,03-19-2020,Achtkarspelen
0.0,0.0,27852.0,15,03-18-2020,Achtkarspelen
0.0,0.0,27852.0,14,03-17-2020,Achtkarspelen
5.0,25.0,20069.0,22,03-25-2020,Alblasserdam
4.0,20.0,20069.0,21,03-24-2020,Alblasserdam
4.0,20.0,20069.0,20,03-23-2020,Alblasserdam
4.0,20.0,20069.0,19,03-22-2020,Alblasserdam
3.0,15.0,20069.0,18,03-21-2020,Alblasserdam
3.0,15.0,20069.0,17,03-20-2020,Alblasserdam
2.0,10.0,20069.0,16,03-19-2020,Alblasserdam
1.0,5.0,20069.0,15,03-18-2020,Alblasserdam
1.0,5.0,20069.0,14,03-17-2020,Alblasserdam
18.0,71.0,25271.0,22,03-25-2020,Albrandswaard
18.0,71.0,25271.0,21,03-24-2020,Albrandswaard
14.0,55.0,25271.0,20,03-23-2020,Albrandswaard
12.0,47.0,25271.0,19,03-22-2020,Albrandswaard
8.0,32.0,25271.0,18,03-21-2020,Albrandswaard
5.0,20.0,25271.0,17,03-20-2020,Albrandswaard
4.0,16.0,25271.0,16,03-19-2020,Albrandswaard
4.0,16.0,25271.0,15,03-18-2020,Albrandswaard
3.0,12.0,25271.0,14,03-17-2020,Albrandswaard
1.0,4.0,25271.0,12,03-16-2020,Albrandswaard
2.0,8.0,25271.0,13,03-16-2020,Albrandswaard
1.0,4.0,25271.0,11,03-14-2020,Albrandswaard
1.0,4.0,25271.0,10,03-13-2020,Albrandswaard
1.0,4.0,25271.0,09,03-12-2020,Albrandswaard
1.0,4.0,25271.0,08,03-11-2020,Albrandswaard
1.0,4.0,25271.0,07,03-10-2020,Albrandswaard
1.0,4.0,25271.0,06,03-09-2020,Albrandswaard
1.0,4.0,25271.0,05,03-08-2020,Albrandswaard
24.0,22.0,108558.0,22,03-25-2020,Alkmaar
20.0,18.0,108558.0,21,03-24-2020,Alkmaar
16.0,15.0,108558.0,20,03-23-2020,Alkmaar
15.0,14.0,108558.0,19,03-22-2020,Alkmaar
11.0,10.0,108558.0,18,03-21-2020,Alkmaar
10.0,9.0,108558.0,17,03-20-2020,Alkmaar
9.0,8.0,108558.0,16,03-19-2020,Alkmaar
5.0,5.0,108558.0,15,03-18-2020,Alkmaar
2.0,2.0,108558.0,14,03-17-2020,Alkmaar
1.0,1.0,108558.0,12,03-16-2020,Alkmaar
2.0,2.0,108558.0,13,03-16-2020,Alkmaar
1.0,1.0,108558.0,11,03-14-2020,Alkmaar
1.0,1.0,108558.0,10,03-13-2020,Alkmaar
1.0,1.0,108558.0,09,03-12-2020,Alkmaar
1.0,1.0,108558.0,08,03-11-2020,Alkmaar
1.0,1.0,108558.0,07,03-10-2020,Alkmaar
10.0,14.0,72849.0,22,03-25-2020,Almelo
8.0,11.0,72849.0,21,03-24-2020,Almelo
7.0,10.0,72849.0,20,03-23-2020,Almelo
5.0,7.0,72849.0,19,03-22-2020,Almelo
4.0,5.0,72849.0,18,03-21-2020,Almelo
3.0,4.0,72849.0,17,03-20-2020,Almelo
2.0,3.0,72849.0,16,03-19-2020,Almelo
1.0,1.0,72849.0,15,03-18-2020,Almelo
1.0,1.0,72849.0,14,03-17-2020,Almelo
1.0,1.0,72849.0,12,03-16-2020,Almelo
1.0,1.0,72849.0,13,03-16-2020,Almelo
1.0,1.0,72849.0,11,03-14-2020,Almelo
1.0,1.0,72849.0,10,03-13-2020,Almelo
1.0,1.0,72849.0,09,03-12-2020,Almelo
1.0,1.0,72849.0,08,03-11-2020,Almelo
1.0,1.0,72849.0,07,03-10-2020,Almelo
1.0,1.0,72849.0,06,03-09-2020,Almelo
1.0,1.0,72849.0,05,03-08-2020,Almelo
28.0,13.0,207904.0,22,03-25-2020,Almere
21.0,10.0,207904.0,21,03-24-2020,Almere
18.0,9.0,207904.0,20,03-23-2020,Almere
14.0,7.0,207904.0,19,03-22-2020,Almere
11.0,5.0,207904.0,18,03-21-2020,Almere
5.0,2.0,207904.0,17,03-20-2020,Almere
5.0,2.0,207904.0,16,03-19-2020,Almere
4.0,2.0,207904.0,15,03-18-2020,Almere
3.0,1.0,207904.0,14,03-17-2020,Almere
2.0,1.0,207904.0,12,03-16-2020,Almere
3.0,1.0,207904.0,13,03-16-2020,Almere
2.0,1.0,207904.0,11,03-14-2020,Almere
1.0,0.0,207904.0,10,03-13-2020,Almere
1.0,0.0,207904.0,09,03-12-2020,Almere
1.0,0.0,207904.0,08,03-11-2020,Almere
1.0,0.0,207904.0,07,03-10-2020,Almere
1.0,0.0,207904.0,06,03-09-2020,Almere
1.0,0.0,207904.0,05,03-08-2020,Almere
1.0,0.0,207904.0,04,03-07-2020,Almere
1.0,0.0,207904.0,03,03-06-2020,Almere
22.0,20.0,110986.0,22,03-25-2020,Alphen aan den Rijn
20.0,18.0,110986.0,21,03-24-2020,Alphen aan den Rijn
17.0,15.0,110986.0,20,03-23-2020,Alphen aan den Rijn
17.0,15.0,110986.0,19,03-22-2020,Alphen aan den Rijn
15.0,14.0,110986.0,18,03-21-2020,Alphen aan den Rijn
13.0,12.0,110986.0,17,03-20-2020,Alphen aan den Rijn
10.0,9.0,110986.0,16,03-19-2020,Alphen aan den Rijn
9.0,8.0,110986.0,15,03-18-2020,Alphen aan den Rijn
6.0,5.0,110986.0,14,03-17-2020,Alphen aan den Rijn
6.0,5.0,110986.0,12,03-16-2020,Alphen aan den Rijn
6.0,5.0,110986.0,13,03-16-2020,Alphen aan den Rijn
6.0,5.0,110986.0,11,03-14-2020,Alphen aan den Rijn
4.0,4.0,110986.0,10,03-13-2020,Alphen aan den Rijn
3.0,3.0,110986.0,09,03-12-2020,Alphen aan den Rijn
2.0,2.0,110986.0,08,03-11-2020,Alphen aan den Rijn
1.0,1.0,110986.0,07,03-10-2020,Alphen aan den Rijn
1.0,1.0,110986.0,06,03-09-2020,Alphen aan den Rijn
1.0,1.0,110986.0,05,03-08-2020,Alphen aan den Rijn
1.0,1.0,110986.0,04,03-07-2020,Alphen aan den Rijn
1.0,1.0,110986.0,03,03-06-2020,Alphen aan den Rijn
1.0,1.0,110986.0,02,03-05-2020,Alphen aan den Rijn
1.0,1.0,110986.0,01,03-04-2020,Alphen aan den Rijn
1.0,1.0,110986.0,00,03-03-2020,Alphen aan den Rijn
16.0,158.0,10149.0,22,03-25-2020,Alphen-Chaam
15.0,148.0,10149.0,21,03-24-2020,Alphen-Chaam
14.0,138.0,10149.0,20,03-23-2020,Alphen-Chaam
9.0,89.0,10149.0,19,03-22-2020,Alphen-Chaam
7.0,69.0,10149.0,18,03-21-2020,Alphen-Chaam
6.0,59.0,10149.0,17,03-20-2020,Alphen-Chaam
6.0,59.0,10149.0,16,03-19-2020,Alphen-Chaam
6.0,59.0,10149.0,15,03-18-2020,Alphen-Chaam
3.0,30.0,10149.0,14,03-17-2020,Alphen-Chaam
1.0,10.0,10149.0,12,03-16-2020,Alphen-Chaam
2.0,20.0,10149.0,13,03-16-2020,Alphen-Chaam
1.0,10.0,10149.0,11,03-14-2020,Alphen-Chaam
35.0,63.0,55386.0,22,03-25-2020,Altena
28.0,51.0,55386.0,21,03-24-2020,Altena
25.0,45.0,55386.0,20,03-23-2020,Altena
23.0,42.0,55386.0,19,03-22-2020,Altena
22.0,40.0,55386.0,18,03-21-2020,Altena
19.0,34.0,55386.0,17,03-20-2020,Altena
19.0,34.0,55386.0,16,03-19-2020,Altena
15.0,27.0,55386.0,15,03-18-2020,Altena
12.0,22.0,55386.0,14,03-17-2020,Altena
10.0,18.0,55386.0,12,03-16-2020,Altena
12.0,22.0,55386.0,13,03-16-2020,Altena
9.0,16.0,55386.0,11,03-14-2020,Altena
8.0,14.0,55386.0,10,03-13-2020,Altena
5.0,9.0,55386.0,09,03-12-2020,Altena
4.0,7.0,55386.0,08,03-11-2020,Altena
4.0,7.0,55386.0,07,03-10-2020,Altena
4.0,7.0,55386.0,06,03-09-2020,Altena
4.0,7.0,55386.0,05,03-08-2020,Altena
4.0,7.0,55386.0,04,03-07-2020,Altena
4.0,7.0,55386.0,03,03-06-2020,Altena
4.0,7.0,55386.0,02,03-05-2020,Altena
3.0,5.0,55386.0,01,03-04-2020,Altena
3.0,5.0,55386.0,00,03-03-2020,Altena
0.0,0.0,3673.0,22,03-25-2020,Ameland
0.0,0.0,3673.0,21,03-24-2020,Ameland
0.0,0.0,3673.0,20,03-23-2020,Ameland
0.0,0.0,3673.0,19,03-22-2020,Ameland
0.0,0.0,3673.0,18,03-21-2020,Ameland
0.0,0.0,3673.0,17,03-20-2020,Ameland
0.0,0.0,3673.0,16,03-19-2020,Ameland
0.0,0.0,3673.0,15,03-18-2020,Ameland
0.0,0.0,3673.0,14,03-17-2020,Ameland
47.0,30.0,156286.0,22,03-25-2020,Amersfoort
44.0,28.0,156286.0,21,03-24-2020,Amersfoort
41.0,26.0,156286.0,20,03-23-2020,Amersfoort
37.0,24.0,156286.0,19,03-22-2020,Amersfoort
37.0,24.0,156286.0,18,03-21-2020,Amersfoort
32.0,20.0,156286.0,17,03-20-2020,Amersfoort
30.0,19.0,156286.0,16,03-19-2020,Amersfoort
23.0,15.0,156286.0,15,03-18-2020,Amersfoort
21.0,13.0,156286.0,14,03-17-2020,Amersfoort
10.0,6.0,156286.0,12,03-16-2020,Amersfoort
18.0,12.0,156286.0,13,03-16-2020,Amersfoort
4.0,3.0,156286.0,11,03-14-2020,Amersfoort
4.0,3.0,156286.0,10,03-13-2020,Amersfoort
4.0,3.0,156286.0,09,03-12-2020,Amersfoort
2.0,1.0,156286.0,08,03-11-2020,Amersfoort
35.0,39.0,90838.0,22,03-25-2020,Amstelveen
33.0,36.0,90838.0,21,03-24-2020,Amstelveen
29.0,32.0,90838.0,20,03-23-2020,Amstelveen
27.0,30.0,90838.0,19,03-22-2020,Amstelveen
26.0,29.0,90838.0,18,03-21-2020,Amstelveen
22.0,24.0,90838.0,17,03-20-2020,Amstelveen
13.0,14.0,90838.0,16,03-19-2020,Amstelveen
7.0,8.0,90838.0,15,03-18-2020,Amstelveen
6.0,7.0,90838.0,14,03-17-2020,Amstelveen
3.0,3.0,90838.0,12,03-16-2020,Amstelveen
4.0,4.0,90838.0,13,03-16-2020,Amstelveen
3.0,3.0,90838.0,11,03-14-2020,Amstelveen
3.0,3.0,90838.0,10,03-13-2020,Amstelveen
2.0,2.0,90838.0,09,03-12-2020,Amstelveen
2.0,2.0,90838.0,08,03-11-2020,Amstelveen
2.0,2.0,90838.0,07,03-10-2020,Amstelveen
2.0,2.0,90838.0,06,03-09-2020,Amstelveen
1.0,1.0,90838.0,05,03-08-2020,Amstelveen
1.0,1.0,90838.0,04,03-07-2020,Amstelveen
297.0,34.0,862965.0,22,03-25-2020,Amsterdam
250.0,29.0,862965.0,21,03-24-2020,Amsterdam
203.0,24.0,862965.0,20,03-23-2020,Amsterdam
188.0,22.0,862965.0,19,03-22-2020,Amsterdam
161.0,19.0,862965.0,18,03-21-2020,Amsterdam
127.0,15.0,862965.0,17,03-20-2020,Amsterdam
85.0,10.0,862965.0,16,03-19-2020,Amsterdam
61.0,7.0,862965.0,15,03-18-2020,Amsterdam
56.0,6.0,862965.0,14,03-17-2020,Amsterdam
31.0,4.0,862965.0,12,03-16-2020,Amsterdam
39.0,5.0,862965.0,13,03-16-2020,Amsterdam
31.0,4.0,862965.0,11,03-14-2020,Amsterdam
20.0,2.0,862965.0,10,03-13-2020,Amsterdam
11.0,1.0,862965.0,09,03-12-2020,Amsterdam
8.0,1.0,862965.0,08,03-11-2020,Amsterdam
8.0,1.0,862965.0,07,03-10-2020,Amsterdam
4.0,0.0,862965.0,06,03-09-2020,Amsterdam
4.0,0.0,862965.0,05,03-08-2020,Amsterdam
3.0,0.0,862965.0,04,03-07-2020,Amsterdam
2.0,0.0,862965.0,03,03-06-2020,Amsterdam
2.0,0.0,862965.0,02,03-05-2020,Amsterdam
1.0,0.0,862965.0,01,03-04-2020,Amsterdam
34.0,21.0,162445.0,22,03-25-2020,Apeldoorn
29.0,18.0,162445.0,21,03-24-2020,Apeldoorn
26.0,16.0,162445.0,20,03-23-2020,Apeldoorn
17.0,10.0,162445.0,19,03-22-2020,Apeldoorn
16.0,10.0,162445.0,18,03-21-2020,Apeldoorn
13.0,8.0,162445.0,17,03-20-2020,Apeldoorn
11.0,7.0,162445.0,16,03-19-2020,Apeldoorn
10.0,6.0,162445.0,15,03-18-2020,Apeldoorn
7.0,4.0,162445.0,14,03-17-2020,Apeldoorn
3.0,2.0,162445.0,12,03-16-2020,Apeldoorn
7.0,4.0,162445.0,13,03-16-2020,Apeldoorn
3.0,2.0,162445.0,11,03-14-2020,Apeldoorn
2.0,1.0,162445.0,10,03-13-2020,Apeldoorn
2.0,1.0,162445.0,09,03-12-2020,Apeldoorn
1.0,1.0,162445.0,08,03-11-2020,Apeldoorn
0.0,0.0,11721.0,22,03-25-2020,Appingedam
0.0,0.0,11721.0,21,03-24-2020,Appingedam
0.0,0.0,11721.0,20,03-23-2020,Appingedam
0.0,0.0,11721.0,19,03-22-2020,Appingedam
0.0,0.0,11721.0,18,03-21-2020,Appingedam
0.0,0.0,11721.0,17,03-20-2020,Appingedam
0.0,0.0,11721.0,16,03-19-2020,Appingedam
0.0,0.0,11721.0,15,03-18-2020,Appingedam
0.0,0.0,11721.0,14,03-17-2020,Appingedam
25.0,16.0,159265.0,22,03-25-2020,Arnhem
23.0,14.0,159265.0,21,03-24-2020,Arnhem
20.0,13.0,159265.0,20,03-23-2020,Arnhem
16.0,10.0,159265.0,19,03-22-2020,Arnhem
15.0,9.0,159265.0,18,03-21-2020,Arnhem
13.0,8.0,159265.0,17,03-20-2020,Arnhem
10.0,6.0,159265.0,16,03-19-2020,Arnhem
9.0,6.0,159265.0,15,03-18-2020,Arnhem
8.0,5.0,159265.0,14,03-17-2020,Arnhem
7.0,4.0,159265.0,12,03-16-2020,Arnhem
7.0,4.0,159265.0,13,03-16-2020,Arnhem
4.0,3.0,159265.0,11,03-14-2020,Arnhem
4.0,3.0,159265.0,10,03-13-2020,Arnhem
4.0,3.0,159265.0,09,03-12-2020,Arnhem
3.0,2.0,159265.0,08,03-11-2020,Arnhem
2.0,1.0,159265.0,07,03-10-2020,Arnhem
2.0,1.0,159265.0,06,03-09-2020,Arnhem
3.0,2.0,159265.0,05,03-08-2020,Arnhem
1.0,1.0,159265.0,04,03-07-2020,Arnhem
1.0,1.0,159265.0,03,03-06-2020,Arnhem
5.0,7.0,67963.0,22,03-25-2020,Assen
5.0,7.0,67963.0,21,03-24-2020,Assen
4.0,6.0,67963.0,20,03-23-2020,Assen
2.0,3.0,67963.0,19,03-22-2020,Assen
1.0,1.0,67963.0,18,03-21-2020,Assen
1.0,1.0,67963.0,17,03-20-2020,Assen
0.0,0.0,67963.0,16,03-19-2020,Assen
0.0,0.0,67963.0,15,03-18-2020,Assen
0.0,0.0,67963.0,14,03-17-2020,Assen
6.0,36.0,16710.0,22,03-25-2020,Asten
6.0,36.0,16710.0,21,03-24-2020,Asten
5.0,30.0,16710.0,20,03-23-2020,Asten
5.0,30.0,16710.0,19,03-22-2020,Asten
5.0,30.0,16710.0,18,03-21-2020,Asten
2.0,12.0,16710.0,17,03-20-2020,Asten
2.0,12.0,16710.0,16,03-19-2020,Asten
2.0,12.0,16710.0,15,03-18-2020,Asten
2.0,12.0,16710.0,14,03-17-2020,Asten
1.0,6.0,16710.0,12,03-16-2020,Asten
1.0,6.0,16710.0,13,03-16-2020,Asten
2.0,29.0,6847.0,22,03-25-2020,Baarle-Nassau
1.0,15.0,6847.0,21,03-24-2020,Baarle-Nassau
1.0,15.0,6847.0,20,03-23-2020,Baarle-Nassau
1.0,15.0,6847.0,19,03-22-2020,Baarle-Nassau
1.0,15.0,6847.0,18,03-21-2020,Baarle-Nassau
1.0,15.0,6847.0,17,03-20-2020,Baarle-Nassau
0.0,0.0,6847.0,16,03-19-2020,Baarle-Nassau
0.0,0.0,6847.0,15,03-18-2020,Baarle-Nassau
0.0,0.0,6847.0,14,03-17-2020,Baarle-Nassau
4.0,16.0,24767.0,22,03-25-2020,Baarn
2.0,8.0,24767.0,21,03-24-2020,Baarn
2.0,8.0,24767.0,20,03-23-2020,Baarn
1.0,4.0,24767.0,19,03-22-2020,Baarn
1.0,4.0,24767.0,18,03-21-2020,Baarn
1.0,4.0,24767.0,17,03-20-2020,Baarn
2.0,8.0,24767.0,16,03-19-2020,Baarn
0.0,0.0,24767.0,15,03-18-2020,Baarn
0.0,0.0,24767.0,14,03-17-2020,Baarn
16.0,33.0,48673.0,22,03-25-2020,Barendrecht
15.0,31.0,48673.0,21,03-24-2020,Barendrecht
13.0,27.0,48673.0,20,03-23-2020,Barendrecht
10.0,21.0,48673.0,19,03-22-2020,Barendrecht
9.0,18.0,48673.0,18,03-21-2020,Barendrecht
5.0,10.0,48673.0,17,03-20-2020,Barendrecht
4.0,8.0,48673.0,16,03-19-2020,Barendrecht
3.0,6.0,48673.0,15,03-18-2020,Barendrecht
3.0,6.0,48673.0,14,03-17-2020,Barendrecht
3.0,6.0,48673.0,12,03-16-2020,Barendrecht
3.0,6.0,48673.0,13,03-16-2020,Barendrecht
1.0,2.0,48673.0,11,03-14-2020,Barendrecht
1.0,2.0,48673.0,10,03-13-2020,Barendrecht
1.0,2.0,48673.0,09,03-12-2020,Barendrecht
13.0,22.0,57971.0,22,03-25-2020,Barneveld
12.0,21.0,57971.0,21,03-24-2020,Barneveld
10.0,17.0,57971.0,20,03-23-2020,Barneveld
9.0,16.0,57971.0,19,03-22-2020,Barneveld
8.0,14.0,57971.0,18,03-21-2020,Barneveld
8.0,14.0,57971.0,17,03-20-2020,Barneveld
6.0,10.0,57971.0,16,03-19-2020,Barneveld
5.0,9.0,57971.0,15,03-18-2020,Barneveld
4.0,7.0,57971.0,14,03-17-2020,Barneveld
2.0,3.0,57971.0,12,03-16-2020,Barneveld
3.0,5.0,57971.0,13,03-16-2020,Barneveld
13.0,82.0,15929.0,22,03-25-2020,Beek
9.0,57.0,15929.0,21,03-24-2020,Beek
5.0,31.0,15929.0,20,03-23-2020,Beek
5.0,31.0,15929.0,19,03-22-2020,Beek
5.0,31.0,15929.0,18,03-21-2020,Beek
5.0,31.0,15929.0,17,03-20-2020,Beek
3.0,19.0,15929.0,16,03-19-2020,Beek
3.0,19.0,15929.0,15,03-18-2020,Beek
3.0,19.0,15929.0,14,03-17-2020,Beek
3.0,19.0,15929.0,12,03-16-2020,Beek
3.0,19.0,15929.0,13,03-16-2020,Beek
8.0,50.0,15929.0,09,03-12-2020,BeekDaelen
30.0,84.0,35727.0,22,03-25-2020,Beekdaelen
29.0,81.0,35727.0,21,03-24-2020,Beekdaelen
20.0,56.0,35727.0,20,03-23-2020,Beekdaelen
19.0,53.0,35727.0,19,03-22-2020,Beekdaelen
19.0,53.0,35727.0,18,03-21-2020,Beekdaelen
19.0,53.0,35727.0,17,03-20-2020,Beekdaelen
18.0,50.0,35727.0,16,03-19-2020,Beekdaelen
18.0,50.0,35727.0,15,03-18-2020,Beekdaelen
15.0,42.0,35727.0,14,03-17-2020,Beekdaelen
12.0,34.0,35727.0,12,03-16-2020,Beekdaelen
13.0,36.0,35727.0,13,03-16-2020,Beekdaelen
9.0,25.0,35727.0,11,03-14-2020,Beekdaelen
8.0,22.0,35727.0,10,03-13-2020,Beekdaelen
8.0,22.0,35727.0,08,03-11-2020,Beekdaelen
5.0,14.0,35727.0,07,03-10-2020,Beekdaelen
4.0,11.0,35727.0,06,03-09-2020,Beekdaelen
2.0,6.0,35727.0,05,03-08-2020,Beekdaelen
2.0,6.0,35727.0,04,03-07-2020,Beekdaelen
1.0,3.0,35727.0,03,03-06-2020,Beekdaelen
2.0,21.0,9748.0,22,03-25-2020,Beemster
1.0,10.0,9748.0,21,03-24-2020,Beemster
0.0,0.0,9748.0,20,03-23-2020,Beemster
0.0,0.0,9748.0,19,03-22-2020,Beemster
0.0,0.0,9748.0,18,03-21-2020,Beemster
0.0,0.0,9748.0,17,03-20-2020,Beemster
0.0,0.0,9748.0,16,03-19-2020,Beemster
0.0,0.0,9748.0,15,03-18-2020,Beemster
0.0,0.0,9748.0,14,03-17-2020,Beemster
7.0,52.0,13519.0,22,03-25-2020,Beesel
6.0,44.0,13519.0,21,03-24-2020,Beesel
5.0,37.0,13519.0,20,03-23-2020,Beesel
5.0,37.0,13519.0,19,03-22-2020,Beesel
3.0,22.0,13519.0,18,03-21-2020,Beesel
1.0,7.0,13519.0,17,03-20-2020,Beesel
0.0,0.0,13519.0,16,03-19-2020,Beesel
0.0,0.0,13519.0,15,03-18-2020,Beesel
0.0,0.0,13519.0,14,03-17-2020,Beesel
37.0,106.0,34798.0,22,03-25-2020,Berg en Dal
35.0,101.0,34798.0,21,03-24-2020,Berg en Dal
33.0,95.0,34798.0,20,03-23-2020,Berg en Dal
30.0,86.0,34798.0,19,03-22-2020,Berg en Dal
25.0,72.0,34798.0,18,03-21-2020,Berg en Dal
20.0,57.0,34798.0,17,03-20-2020,Berg en Dal
18.0,52.0,34798.0,16,03-19-2020,Berg en Dal
14.0,40.0,34798.0,15,03-18-2020,Berg en Dal
14.0,40.0,34798.0,14,03-17-2020,Berg en Dal
6.0,17.0,34798.0,12,03-16-2020,Berg en Dal
10.0,29.0,34798.0,13,03-16-2020,Berg en Dal
6.0,17.0,34798.0,11,03-14-2020,Berg en Dal
5.0,14.0,34798.0,10,03-13-2020,Berg en Dal
3.0,9.0,34798.0,09,03-12-2020,Berg en Dal
3.0,9.0,34798.0,08,03-11-2020,Berg en Dal
1.0,3.0,34798.0,07,03-10-2020,Berg en Dal
10.0,54.0,18491.0,22,03-25-2020,Bergeijk
