Aantal,Aantal per 100000 inwoners,BevAant,Count,Datum,Gemeente
144,4.0,16.0,24426.0,12,03-16-2020,Oegstgeest
159,4.0,16.0,24426.0,13,03-16-2020,Oegstgeest
127,4.0,16.0,24426.0,11,03-14-2020,Oegstgeest
116,2.0,8.0,24426.0,10,03-13-2020,Oegstgeest
100,2.0,8.0,24426.0,09,03-12-2020,Oegstgeest
213,2.0,8.0,24426.0,08,03-11-2020,Oegstgeest
213,1.0,4.0,24426.0,07,03-10-2020,Oegstgeest
213,1.0,4.0,24426.0,06,03-09-2020,Oegstgeest
213,1.0,4.0,24426.0,05,03-08-2020,Oegstgeest
213,1.0,4.0,24426.0,04,03-07-2020,Oegstgeest
217,3.0,16.0,18623.0,19,03-22-2020,Oirschot
217,1.0,5.0,18623.0,18,03-21-2020,Oirschot
217,1.0,5.0,18623.0,17,03-20-2020,Oirschot
217,1.0,5.0,18623.0,16,03-19-2020,Oirschot
217,1.0,5.0,18623.0,15,03-18-2020,Oirschot
217,1.0,5.0,18623.0,14,03-17-2020,Oirschot
160,1.0,5.0,18623.0,13,03-16-2020,Oirschot
218,16.0,61.0,26140.0,19,03-22-2020,Oisterwijk
218,15.0,57.0,26140.0,18,03-21-2020,Oisterwijk
218,12.0,46.0,26140.0,17,03-20-2020,Oisterwijk
218,10.0,38.0,26140.0,16,03-19-2020,Oisterwijk
218,10.0,38.0,26140.0,15,03-18-2020,Oisterwijk
218,10.0,38.0,26140.0,14,03-17-2020,Oisterwijk
145,6.0,23.0,26140.0,12,03-16-2020,Oisterwijk
161,9.0,34.0,26140.0,13,03-16-2020,Oisterwijk
128,6.0,23.0,26140.0,11,03-14-2020,Oisterwijk
117,6.0,23.0,26140.0,10,03-13-2020,Oisterwijk
101,5.0,19.0,26140.0,09,03-12-2020,Oisterwijk
215,4.0,15.0,26140.0,08,03-11-2020,Oisterwijk
215,3.0,11.0,26140.0,07,03-10-2020,Oisterwijk
215,3.0,11.0,26140.0,06,03-09-2020,Oisterwijk
215,3.0,11.0,26140.0,05,03-08-2020,Oisterwijk
215,3.0,11.0,26140.0,04,03-07-2020,Oisterwijk
215,1.0,4.0,26140.0,03,03-06-2020,Oisterwijk
219,0.0,0.0,38129.0,19,03-22-2020,Oldambt
219,0.0,0.0,38129.0,18,03-21-2020,Oldambt
219,0.0,0.0,38129.0,17,03-20-2020,Oldambt
219,0.0,0.0,38129.0,16,03-19-2020,Oldambt
219,0.0,0.0,38129.0,15,03-18-2020,Oldambt
219,0.0,0.0,38129.0,14,03-17-2020,Oldambt
220,7.0,30.0,23598.0,19,03-22-2020,Oldebroek
220,6.0,25.0,23598.0,18,03-21-2020,Oldebroek
220,5.0,21.0,23598.0,17,03-20-2020,Oldebroek
220,5.0,21.0,23598.0,16,03-19-2020,Oldebroek
220,5.0,21.0,23598.0,15,03-18-2020,Oldebroek
220,2.0,8.0,23598.0,14,03-17-2020,Oldebroek
146,1.0,4.0,23598.0,12,03-16-2020,Oldebroek
162,2.0,8.0,23598.0,13,03-16-2020,Oldebroek
129,1.0,4.0,23598.0,11,03-14-2020,Oldebroek
118,1.0,4.0,23598.0,10,03-13-2020,Oldebroek
221,6.0,19.0,31840.0,19,03-22-2020,Oldenzaal
221,6.0,19.0,31840.0,18,03-21-2020,Oldenzaal
221,5.0,16.0,31840.0,17,03-20-2020,Oldenzaal
221,3.0,9.0,31840.0,16,03-19-2020,Oldenzaal
221,2.0,6.0,31840.0,15,03-18-2020,Oldenzaal
221,1.0,3.0,31840.0,14,03-17-2020,Oldenzaal
147,1.0,3.0,31840.0,12,03-16-2020,Oldenzaal
163,1.0,3.0,31840.0,13,03-16-2020,Oldenzaal
130,1.0,3.0,31840.0,11,03-14-2020,Oldenzaal
222,2.0,11.0,18071.0,19,03-22-2020,Olst-Wijhe
222,2.0,11.0,18071.0,18,03-21-2020,Olst-Wijhe
222,0.0,0.0,18071.0,17,03-20-2020,Olst-Wijhe
222,0.0,0.0,18071.0,16,03-19-2020,Olst-Wijhe
222,0.0,0.0,18071.0,15,03-18-2020,Olst-Wijhe
222,0.0,0.0,18071.0,14,03-17-2020,Olst-Wijhe
223,4.0,22.0,17813.0,19,03-22-2020,Ommen
223,4.0,22.0,17813.0,18,03-21-2020,Ommen
223,3.0,17.0,17813.0,17,03-20-2020,Ommen
223,2.0,11.0,17813.0,16,03-19-2020,Ommen
223,2.0,11.0,17813.0,15,03-18-2020,Ommen
223,1.0,6.0,17813.0,14,03-17-2020,Ommen
148,1.0,6.0,17813.0,12,03-16-2020,Ommen
164,1.0,6.0,17813.0,13,03-16-2020,Ommen
131,1.0,6.0,17813.0,11,03-14-2020,Ommen
224,2.0,7.0,29704.0,19,03-22-2020,Oost Gelre
224,2.0,7.0,29704.0,18,03-21-2020,Oost Gelre
224,1.0,3.0,29704.0,17,03-20-2020,Oost Gelre
224,0.0,0.0,29704.0,16,03-19-2020,Oost Gelre
224,0.0,0.0,29704.0,15,03-18-2020,Oost Gelre
224,0.0,0.0,29704.0,14,03-17-2020,Oost Gelre
225,16.0,29.0,55616.0,19,03-22-2020,Oosterhout
225,13.0,23.0,55616.0,18,03-21-2020,Oosterhout
225,12.0,22.0,55616.0,17,03-20-2020,Oosterhout
225,9.0,16.0,55616.0,16,03-19-2020,Oosterhout
225,9.0,16.0,55616.0,15,03-18-2020,Oosterhout
225,8.0,14.0,55616.0,14,03-17-2020,Oosterhout
149,5.0,9.0,55616.0,12,03-16-2020,Oosterhout
165,6.0,11.0,55616.0,13,03-16-2020,Oosterhout
132,4.0,7.0,55616.0,11,03-14-2020,Oosterhout
119,3.0,5.0,55616.0,10,03-13-2020,Oosterhout
102,1.0,2.0,55616.0,09,03-12-2020,Oosterhout
226,0.0,0.0,25497.0,19,03-22-2020,Ooststellingwerf
226,0.0,0.0,25497.0,18,03-21-2020,Ooststellingwerf
226,0.0,0.0,25497.0,17,03-20-2020,Ooststellingwerf
226,0.0,0.0,25497.0,16,03-19-2020,Ooststellingwerf
226,0.0,0.0,25497.0,15,03-18-2020,Ooststellingwerf
226,0.0,0.0,25497.0,14,03-17-2020,Ooststellingwerf
227,4.0,41.0,9757.0,19,03-22-2020,Oostzaan
227,3.0,31.0,9757.0,18,03-21-2020,Oostzaan
227,3.0,31.0,9757.0,17,03-20-2020,Oostzaan
227,2.0,20.0,9757.0,16,03-19-2020,Oostzaan
227,2.0,20.0,9757.0,15,03-18-2020,Oostzaan
227,1.0,10.0,9757.0,14,03-17-2020,Oostzaan
228,0.0,0.0,11779.0,19,03-22-2020,Opmeer
228,0.0,0.0,11779.0,18,03-21-2020,Opmeer
228,0.0,0.0,11779.0,17,03-20-2020,Opmeer
228,0.0,0.0,11779.0,16,03-19-2020,Opmeer
228,0.0,0.0,11779.0,15,03-18-2020,Opmeer
228,0.0,0.0,11779.0,14,03-17-2020,Opmeer
229,2.0,7.0,29723.0,19,03-22-2020,Opsterland
229,2.0,7.0,29723.0,18,03-21-2020,Opsterland
229,2.0,7.0,29723.0,17,03-20-2020,Opsterland
229,2.0,7.0,29723.0,16,03-19-2020,Opsterland
229,2.0,7.0,29723.0,15,03-18-2020,Opsterland
229,2.0,7.0,29723.0,14,03-17-2020,Opsterland
150,2.0,7.0,29723.0,12,03-16-2020,Opsterland
166,2.0,7.0,29723.0,13,03-16-2020,Opsterland
133,2.0,7.0,29723.0,11,03-14-2020,Opsterland
120,2.0,7.0,29723.0,10,03-13-2020,Opsterland
103,2.0,7.0,29723.0,09,03-12-2020,Opsterland
226,2.0,7.0,29723.0,08,03-11-2020,Opsterland
226,2.0,7.0,29723.0,07,03-10-2020,Opsterland
230,59.0,65.0,91451.0,19,03-22-2020,Oss
230,44.0,48.0,91451.0,18,03-21-2020,Oss
230,35.0,38.0,91451.0,17,03-20-2020,Oss
230,26.0,28.0,91451.0,16,03-19-2020,Oss
230,20.0,22.0,91451.0,15,03-18-2020,Oss
230,14.0,15.0,91451.0,14,03-17-2020,Oss
151,5.0,5.0,91451.0,12,03-16-2020,Oss
167,11.0,12.0,91451.0,13,03-16-2020,Oss
134,4.0,4.0,91451.0,11,03-14-2020,Oss
121,3.0,3.0,91451.0,10,03-13-2020,Oss
104,3.0,3.0,91451.0,09,03-12-2020,Oss
227,2.0,2.0,91451.0,08,03-11-2020,Oss
227,1.0,1.0,91451.0,07,03-10-2020,Oss
227,1.0,1.0,91451.0,06,03-09-2020,Oss
227,1.0,1.0,91451.0,05,03-08-2020,Oss
227,1.0,1.0,91451.0,04,03-07-2020,Oss
227,1.0,1.0,91451.0,03,03-06-2020,Oss
227,1.0,1.0,91451.0,02,03-05-2020,Oss
227,1.0,1.0,91451.0,01,03-04-2020,Oss
227,1.0,1.0,91451.0,00,03-03-2020,Oss
231,4.0,10.0,39473.0,19,03-22-2020,Oude IJsselstreek
231,4.0,10.0,39473.0,18,03-21-2020,Oude IJsselstreek
231,2.0,5.0,39473.0,17,03-20-2020,Oude IJsselstreek
231,2.0,5.0,39473.0,16,03-19-2020,Oude IJsselstreek
231,2.0,5.0,39473.0,15,03-18-2020,Oude IJsselstreek
231,2.0,5.0,39473.0,14,03-17-2020,Oude IJsselstreek
168,1.0,3.0,39473.0,13,03-16-2020,Oude IJsselstreek
232,4.0,29.0,13916.0,19,03-22-2020,Ouder-Amstel
232,4.0,29.0,13916.0,18,03-21-2020,Ouder-Amstel
232,3.0,22.0,13916.0,17,03-20-2020,Ouder-Amstel
232,3.0,22.0,13916.0,16,03-19-2020,Ouder-Amstel
232,3.0,22.0,13916.0,15,03-18-2020,Ouder-Amstel
232,2.0,14.0,13916.0,14,03-17-2020,Ouder-Amstel
233,4.0,39.0,10201.0,19,03-22-2020,Oudewater
233,3.0,29.0,10201.0,18,03-21-2020,Oudewater
233,2.0,20.0,10201.0,17,03-20-2020,Oudewater
233,2.0,20.0,10201.0,16,03-19-2020,Oudewater
233,1.0,10.0,10201.0,15,03-18-2020,Oudewater
233,1.0,10.0,10201.0,14,03-17-2020,Oudewater
152,1.0,10.0,10201.0,12,03-16-2020,Oudewater
169,1.0,10.0,10201.0,13,03-16-2020,Oudewater
234,22.0,46.0,47543.0,19,03-22-2020,Overbetuwe
234,20.0,42.0,47543.0,18,03-21-2020,Overbetuwe
234,15.0,32.0,47543.0,17,03-20-2020,Overbetuwe
234,11.0,23.0,47543.0,16,03-19-2020,Overbetuwe
234,9.0,19.0,47543.0,15,03-18-2020,Overbetuwe
234,9.0,19.0,47543.0,14,03-17-2020,Overbetuwe
153,6.0,13.0,47543.0,12,03-16-2020,Overbetuwe
170,8.0,17.0,47543.0,13,03-16-2020,Overbetuwe
135,4.0,8.0,47543.0,11,03-14-2020,Overbetuwe
235,4.0,12.0,32290.0,19,03-22-2020,Papendrecht
235,2.0,6.0,32290.0,18,03-21-2020,Papendrecht
235,2.0,6.0,32290.0,17,03-20-2020,Papendrecht
235,1.0,3.0,32290.0,16,03-19-2020,Papendrecht
235,0.0,0.0,32290.0,15,03-18-2020,Papendrecht
235,0.0,0.0,32290.0,14,03-17-2020,Papendrecht
236,64.0,148.0,43311.0,19,03-22-2020,Peel en Maas
236,63.0,145.0,43311.0,18,03-21-2020,Peel en Maas
236,49.0,113.0,43311.0,17,03-20-2020,Peel en Maas
236,41.0,95.0,43311.0,16,03-19-2020,Peel en Maas
236,36.0,83.0,43311.0,15,03-18-2020,Peel en Maas
236,31.0,72.0,43311.0,14,03-17-2020,Peel en Maas
154,14.0,32.0,43311.0,12,03-16-2020,Peel en Maas
171,19.0,44.0,43311.0,13,03-16-2020,Peel en Maas
136,10.0,23.0,43311.0,11,03-14-2020,Peel en Maas
122,8.0,18.0,43311.0,10,03-13-2020,Peel en Maas
105,4.0,9.0,43311.0,09,03-12-2020,Peel en Maas
233,3.0,7.0,43311.0,08,03-11-2020,Peel en Maas
233,1.0,2.0,43311.0,07,03-10-2020,Peel en Maas
237,2.0,16.0,12214.0,19,03-22-2020,Pekela
237,2.0,16.0,12214.0,18,03-21-2020,Pekela
237,1.0,8.0,12214.0,17,03-20-2020,Pekela
237,1.0,8.0,12214.0,16,03-19-2020,Pekela
237,1.0,8.0,12214.0,15,03-18-2020,Pekela
237,1.0,8.0,12214.0,14,03-17-2020,Pekela
155,1.0,8.0,12214.0,12,03-16-2020,Pekela
172,1.0,8.0,12214.0,13,03-16-2020,Pekela
137,1.0,8.0,12214.0,11,03-14-2020,Pekela
123,1.0,8.0,12214.0,10,03-13-2020,Pekela
106,1.0,8.0,12214.0,09,03-12-2020,Pekela
238,11.0,20.0,54331.0,19,03-22-2020,Pijnacker-Nootdorp
238,11.0,20.0,54331.0,18,03-21-2020,Pijnacker-Nootdorp
238,11.0,20.0,54331.0,17,03-20-2020,Pijnacker-Nootdorp
238,11.0,20.0,54331.0,16,03-19-2020,Pijnacker-Nootdorp
238,11.0,20.0,54331.0,15,03-18-2020,Pijnacker-Nootdorp
238,10.0,18.0,54331.0,14,03-17-2020,Pijnacker-Nootdorp
156,7.0,13.0,54331.0,12,03-16-2020,Pijnacker-Nootdorp
173,8.0,15.0,54331.0,13,03-16-2020,Pijnacker-Nootdorp
138,6.0,11.0,54331.0,11,03-14-2020,Pijnacker-Nootdorp
124,6.0,11.0,54331.0,10,03-13-2020,Pijnacker-Nootdorp
107,5.0,9.0,54331.0,09,03-12-2020,Pijnacker-Nootdorp
235,5.0,9.0,54331.0,08,03-11-2020,Pijnacker-Nootdorp
235,4.0,7.0,54331.0,07,03-10-2020,Pijnacker-Nootdorp
235,2.0,4.0,54331.0,06,03-09-2020,Pijnacker-Nootdorp
235,2.0,4.0,54331.0,05,03-08-2020,Pijnacker-Nootdorp
235,2.0,4.0,54331.0,04,03-07-2020,Pijnacker-Nootdorp
235,2.0,4.0,54331.0,03,03-06-2020,Pijnacker-Nootdorp
235,2.0,4.0,54331.0,02,03-05-2020,Pijnacker-Nootdorp
239,20.0,25.0,80117.0,19,03-22-2020,Purmerend
239,14.0,17.0,80117.0,18,03-21-2020,Purmerend
239,11.0,14.0,80117.0,17,03-20-2020,Purmerend
239,7.0,9.0,80117.0,16,03-19-2020,Purmerend
239,4.0,5.0,80117.0,15,03-18-2020,Purmerend
239,2.0,2.0,80117.0,14,03-17-2020,Purmerend
157,2.0,2.0,80117.0,12,03-16-2020,Purmerend
174,2.0,2.0,80117.0,13,03-16-2020,Purmerend
139,2.0,2.0,80117.0,11,03-14-2020,Purmerend
125,2.0,2.0,80117.0,10,03-13-2020,Purmerend
108,1.0,1.0,80117.0,09,03-12-2020,Purmerend
236,1.0,1.0,80117.0,08,03-11-2020,Purmerend
240,3.0,12.0,24198.0,19,03-22-2020,Putten
240,3.0,12.0,24198.0,18,03-21-2020,Putten
240,3.0,12.0,24198.0,17,03-20-2020,Putten
240,2.0,8.0,24198.0,16,03-19-2020,Putten
240,2.0,8.0,24198.0,15,03-18-2020,Putten
240,2.0,8.0,24198.0,14,03-17-2020,Putten
175,2.0,8.0,24198.0,13,03-16-2020,Putten
241,5.0,13.0,37511.0,19,03-22-2020,Raalte
241,3.0,8.0,37511.0,18,03-21-2020,Raalte
241,3.0,8.0,37511.0,17,03-20-2020,Raalte
241,3.0,8.0,37511.0,16,03-19-2020,Raalte
241,3.0,8.0,37511.0,15,03-18-2020,Raalte
241,3.0,8.0,37511.0,14,03-17-2020,Raalte
158,1.0,3.0,37511.0,12,03-16-2020,Raalte
176,2.0,5.0,37511.0,13,03-16-2020,Raalte
140,1.0,3.0,37511.0,11,03-14-2020,Raalte
126,1.0,3.0,37511.0,10,03-13-2020,Raalte
109,1.0,3.0,37511.0,09,03-12-2020,Raalte
242,5.0,22.0,22678.0,19,03-22-2020,Reimerswaal
242,5.0,22.0,22678.0,18,03-21-2020,Reimerswaal
242,5.0,22.0,22678.0,17,03-20-2020,Reimerswaal
242,4.0,18.0,22678.0,16,03-19-2020,Reimerswaal
242,3.0,13.0,22678.0,15,03-18-2020,Reimerswaal
242,2.0,9.0,22678.0,14,03-17-2020,Reimerswaal
159,1.0,4.0,22678.0,12,03-16-2020,Reimerswaal
177,2.0,9.0,22678.0,13,03-16-2020,Reimerswaal
141,1.0,4.0,22678.0,11,03-14-2020,Reimerswaal
127,1.0,4.0,22678.0,10,03-13-2020,Reimerswaal
110,1.0,4.0,22678.0,09,03-12-2020,Reimerswaal
243,10.0,32.0,31302.0,19,03-22-2020,Renkum
243,9.0,29.0,31302.0,18,03-21-2020,Renkum
243,9.0,29.0,31302.0,17,03-20-2020,Renkum
243,8.0,26.0,31302.0,16,03-19-2020,Renkum
243,8.0,26.0,31302.0,15,03-18-2020,Renkum
243,8.0,26.0,31302.0,14,03-17-2020,Renkum
160,8.0,26.0,31302.0,12,03-16-2020,Renkum
178,8.0,26.0,31302.0,13,03-16-2020,Renkum
142,7.0,22.0,31302.0,11,03-14-2020,Renkum
128,7.0,22.0,31302.0,10,03-13-2020,Renkum
111,7.0,22.0,31302.0,09,03-12-2020,Renkum
240,7.0,22.0,31302.0,08,03-11-2020,Renkum
240,5.0,16.0,31302.0,07,03-10-2020,Renkum
240,5.0,16.0,31302.0,06,03-09-2020,Renkum
240,5.0,16.0,31302.0,05,03-08-2020,Renkum
240,1.0,3.0,31302.0,04,03-07-2020,Renkum
240,1.0,3.0,31302.0,03,03-06-2020,Renkum
244,0.0,0.0,5259.0,19,03-22-2020,Renswoude
244,0.0,0.0,5259.0,18,03-21-2020,Renswoude
244,0.0,0.0,5259.0,17,03-20-2020,Renswoude
244,0.0,0.0,5259.0,16,03-19-2020,Renswoude
244,0.0,0.0,5259.0,15,03-18-2020,Renswoude
244,0.0,0.0,5259.0,14,03-17-2020,Renswoude
245,1.0,8.0,13060.0,19,03-22-2020,Reusel-De Mierden
245,0.0,0.0,13060.0,18,03-21-2020,Reusel-De Mierden
245,0.0,0.0,13060.0,17,03-20-2020,Reusel-De Mierden
245,0.0,0.0,13060.0,16,03-19-2020,Reusel-De Mierden
245,0.0,0.0,13060.0,15,03-18-2020,Reusel-De Mierden
245,0.0,0.0,13060.0,14,03-17-2020,Reusel-De Mierden
246,10.0,23.0,43640.0,19,03-22-2020,Rheden
246,7.0,16.0,43640.0,18,03-21-2020,Rheden
246,7.0,16.0,43640.0,17,03-20-2020,Rheden
246,4.0,9.0,43640.0,16,03-19-2020,Rheden
246,3.0,7.0,43640.0,15,03-18-2020,Rheden
246,2.0,5.0,43640.0,14,03-17-2020,Rheden
161,1.0,2.0,43640.0,12,03-16-2020,Rheden
179,1.0,2.0,43640.0,13,03-16-2020,Rheden
143,1.0,2.0,43640.0,11,03-14-2020,Rheden
129,1.0,2.0,43640.0,10,03-13-2020,Rheden
112,1.0,2.0,43640.0,09,03-12-2020,Rheden
243,1.0,2.0,43640.0,08,03-11-2020,Rheden
243,1.0,2.0,43640.0,07,03-10-2020,Rheden
247,0.0,0.0,20004.0,19,03-22-2020,Rhenen
247,0.0,0.0,20004.0,18,03-21-2020,Rhenen
247,0.0,0.0,20004.0,17,03-20-2020,Rhenen
247,0.0,0.0,20004.0,16,03-19-2020,Rhenen
247,0.0,0.0,20004.0,15,03-18-2020,Rhenen
247,0.0,0.0,20004.0,14,03-17-2020,Rhenen
248,5.0,11.0,46241.0,19,03-22-2020,Ridderkerk
248,4.0,9.0,46241.0,18,03-21-2020,Ridderkerk
248,2.0,4.0,46241.0,17,03-20-2020,Ridderkerk
248,1.0,2.0,46241.0,16,03-19-2020,Ridderkerk
248,1.0,2.0,46241.0,15,03-18-2020,Ridderkerk
248,1.0,2.0,46241.0,14,03-17-2020,Ridderkerk
162,1.0,2.0,46241.0,12,03-16-2020,Ridderkerk
180,1.0,2.0,46241.0,13,03-16-2020,Ridderkerk
144,1.0,2.0,46241.0,11,03-14-2020,Ridderkerk
130,1.0,2.0,46241.0,10,03-13-2020,Ridderkerk
113,1.0,2.0,46241.0,09,03-12-2020,Ridderkerk
245,1.0,2.0,46241.0,08,03-11-2020,Ridderkerk
245,1.0,2.0,46241.0,07,03-10-2020,Ridderkerk
245,1.0,2.0,46241.0,06,03-09-2020,Ridderkerk
245,1.0,2.0,46241.0,05,03-08-2020,Ridderkerk
245,1.0,2.0,46241.0,04,03-07-2020,Ridderkerk
249,4.0,10.0,38300.0,19,03-22-2020,Rijssen-Holten
249,3.0,8.0,38300.0,18,03-21-2020,Rijssen-Holten
249,2.0,5.0,38300.0,17,03-20-2020,Rijssen-Holten
249,0.0,0.0,38300.0,16,03-19-2020,Rijssen-Holten
249,0.0,0.0,38300.0,15,03-18-2020,Rijssen-Holten
249,0.0,0.0,38300.0,14,03-17-2020,Rijssen-Holten
250,5.0,9.0,53467.0,19,03-22-2020,Rijswijk
250,4.0,7.0,53467.0,18,03-21-2020,Rijswijk
250,4.0,7.0,53467.0,17,03-20-2020,Rijswijk
250,3.0,6.0,53467.0,16,03-19-2020,Rijswijk
250,3.0,6.0,53467.0,15,03-18-2020,Rijswijk
250,2.0,4.0,53467.0,14,03-17-2020,Rijswijk
181,1.0,2.0,53467.0,13,03-16-2020,Rijswijk
251,6.0,29.0,20615.0,19,03-22-2020,Roerdalen
251,4.0,19.0,20615.0,18,03-21-2020,Roerdalen
251,4.0,19.0,20615.0,17,03-20-2020,Roerdalen
251,1.0,5.0,20615.0,16,03-19-2020,Roerdalen
251,1.0,5.0,20615.0,15,03-18-2020,Roerdalen
251,0.0,0.0,20615.0,14,03-17-2020,Roerdalen
252,21.0,36.0,58209.0,19,03-22-2020,Roermond
252,18.0,31.0,58209.0,18,03-21-2020,Roermond
252,15.0,26.0,58209.0,17,03-20-2020,Roermond
252,13.0,22.0,58209.0,16,03-19-2020,Roermond
252,6.0,10.0,58209.0,15,03-18-2020,Roermond
252,4.0,7.0,58209.0,14,03-17-2020,Roermond
163,2.0,3.0,58209.0,12,03-16-2020,Roermond
182,2.0,3.0,58209.0,13,03-16-2020,Roermond
145,2.0,3.0,58209.0,11,03-14-2020,Roermond
131,1.0,2.0,58209.0,10,03-13-2020,Roermond
114,1.0,2.0,58209.0,09,03-12-2020,Roermond
249,1.0,2.0,58209.0,08,03-11-2020,Roermond
249,1.0,2.0,58209.0,07,03-10-2020,Roermond
249,1.0,2.0,58209.0,06,03-09-2020,Roermond
249,1.0,2.0,58209.0,05,03-08-2020,Roermond
253,11.0,14.0,77032.0,19,03-22-2020,Roosendaal
253,8.0,10.0,77032.0,18,03-21-2020,Roosendaal
253,8.0,10.0,77032.0,17,03-20-2020,Roosendaal
253,7.0,9.0,77032.0,16,03-19-2020,Roosendaal
253,6.0,8.0,77032.0,15,03-18-2020,Roosendaal
253,6.0,8.0,77032.0,14,03-17-2020,Roosendaal
164,5.0,6.0,77032.0,12,03-16-2020,Roosendaal
183,6.0,8.0,77032.0,13,03-16-2020,Roosendaal
146,2.0,3.0,77032.0,11,03-14-2020,Roosendaal
132,2.0,3.0,77032.0,10,03-13-2020,Roosendaal
115,1.0,1.0,77032.0,09,03-12-2020,Roosendaal
250,1.0,1.0,77032.0,08,03-11-2020,Roosendaal
254,139.0,22.0,644618.0,19,03-22-2020,Rotterdam
254,120.0,19.0,644618.0,18,03-21-2020,Rotterdam
254,104.0,16.0,644618.0,17,03-20-2020,Rotterdam
254,81.0,13.0,644618.0,16,03-19-2020,Rotterdam
254,58.0,9.0,644618.0,15,03-18-2020,Rotterdam
254,41.0,6.0,644618.0,14,03-17-2020,Rotterdam
165,25.0,4.0,644618.0,12,03-16-2020,Rotterdam
184,30.0,5.0,644618.0,13,03-16-2020,Rotterdam
147,24.0,4.0,644618.0,11,03-14-2020,Rotterdam
133,20.0,3.0,644618.0,10,03-13-2020,Rotterdam
116,15.0,2.0,644618.0,09,03-12-2020,Rotterdam
251,15.0,2.0,644618.0,08,03-11-2020,Rotterdam
251,15.0,2.0,644618.0,07,03-10-2020,Rotterdam
251,14.0,2.0,644618.0,06,03-09-2020,Rotterdam
251,14.0,2.0,644618.0,05,03-08-2020,Rotterdam
251,11.0,2.0,644618.0,04,03-07-2020,Rotterdam
251,9.0,1.0,644618.0,03,03-06-2020,Rotterdam
251,5.0,1.0,644618.0,02,03-05-2020,Rotterdam
251,3.0,0.0,644618.0,01,03-04-2020,Rotterdam
251,1.0,0.0,644618.0,00,03-03-2020,Rotterdam
255,2.0,121.0,1654.0,19,03-22-2020,Rozendaal
255,2.0,121.0,1654.0,18,03-21-2020,Rozendaal
255,2.0,121.0,1654.0,17,03-20-2020,Rozendaal
255,2.0,121.0,1654.0,16,03-19-2020,Rozendaal
255,2.0,121.0,1654.0,15,03-18-2020,Rozendaal
255,1.0,60.0,1654.0,14,03-17-2020,Rozendaal
166,1.0,60.0,1654.0,12,03-16-2020,Rozendaal
185,1.0,60.0,1654.0,13,03-16-2020,Rozendaal
256,6.0,27.0,22572.0,19,03-22-2020,Rucphen
256,6.0,27.0,22572.0,18,03-21-2020,Rucphen
256,3.0,13.0,22572.0,17,03-20-2020,Rucphen
256,2.0,9.0,22572.0,16,03-19-2020,Rucphen
256,1.0,4.0,22572.0,15,03-18-2020,Rucphen
256,1.0,4.0,22572.0,14,03-17-2020,Rucphen
167,1.0,4.0,22572.0,12,03-16-2020,Rucphen
186,1.0,4.0,22572.0,13,03-16-2020,Rucphen
257,7.0,15.0,46553.0,19,03-22-2020,Schagen
257,7.0,15.0,46553.0,18,03-21-2020,Schagen
257,6.0,13.0,46553.0,17,03-20-2020,Schagen
257,6.0,13.0,46553.0,16,03-19-2020,Schagen
257,5.0,11.0,46553.0,15,03-18-2020,Schagen
257,4.0,9.0,46553.0,14,03-17-2020,Schagen
168,4.0,9.0,46553.0,12,03-16-2020,Schagen
187,4.0,9.0,46553.0,13,03-16-2020,Schagen
148,3.0,6.0,46553.0,11,03-14-2020,Schagen
134,2.0,4.0,46553.0,10,03-13-2020,Schagen
117,1.0,2.0,46553.0,09,03-12-2020,Schagen
254,1.0,2.0,46553.0,08,03-11-2020,Schagen
254,1.0,2.0,46553.0,07,03-10-2020,Schagen
258,1.0,10.0,9873.0,19,03-22-2020,Scherpenzeel
258,0.0,0.0,9873.0,18,03-21-2020,Scherpenzeel
258,0.0,0.0,9873.0,17,03-20-2020,Scherpenzeel
258,0.0,0.0,9873.0,16,03-19-2020,Scherpenzeel
258,0.0,0.0,9873.0,15,03-18-2020,Scherpenzeel
258,0.0,0.0,9873.0,14,03-17-2020,Scherpenzeel
259,8.0,10.0,77999.0,19,03-22-2020,Schiedam
259,6.0,8.0,77999.0,18,03-21-2020,Schiedam
259,4.0,5.0,77999.0,17,03-20-2020,Schiedam
259,2.0,3.0,77999.0,16,03-19-2020,Schiedam
259,1.0,1.0,77999.0,15,03-18-2020,Schiedam
259,1.0,1.0,77999.0,14,03-17-2020,Schiedam
169,1.0,1.0,77999.0,12,03-16-2020,Schiedam
188,1.0,1.0,77999.0,13,03-16-2020,Schiedam
260,0.0,0.0,936.0,19,03-22-2020,Schiermonnikoog
260,0.0,0.0,936.0,18,03-21-2020,Schiermonnikoog
260,0.0,0.0,936.0,17,03-20-2020,Schiermonnikoog
260,0.0,0.0,936.0,16,03-19-2020,Schiermonnikoog
260,0.0,0.0,936.0,15,03-18-2020,Schiermonnikoog
260,0.0,0.0,936.0,14,03-17-2020,Schiermonnikoog
261,3.0,9.0,33779.0,19,03-22-2020,Schouwen-Duiveland
261,3.0,9.0,33779.0,18,03-21-2020,Schouwen-Duiveland
261,2.0,6.0,33779.0,17,03-20-2020,Schouwen-Duiveland
261,2.0,6.0,33779.0,16,03-19-2020,Schouwen-Duiveland
261,2.0,6.0,33779.0,15,03-18-2020,Schouwen-Duiveland
261,2.0,6.0,33779.0,14,03-17-2020,Schouwen-Duiveland
170,2.0,6.0,33779.0,12,03-16-2020,Schouwen-Duiveland
189,2.0,6.0,33779.0,13,03-16-2020,Schouwen-Duiveland
