Aantal,Aantal per 100000 inwoners,BevAant,Count,Datum,Gemeente
128,3.0,16.0,18546.0,15,03-18-2020,Heerde
128,3.0,16.0,18546.0,14,03-17-2020,Heerde
96,2.0,11.0,18546.0,13,03-16-2020,Heerde
129,2.0,4.0,50257.0,19,03-22-2020,Heerenveen
129,2.0,4.0,50257.0,18,03-21-2020,Heerenveen
129,1.0,2.0,50257.0,17,03-20-2020,Heerenveen
129,0.0,0.0,50257.0,16,03-19-2020,Heerenveen
129,0.0,0.0,50257.0,15,03-18-2020,Heerenveen
129,0.0,0.0,50257.0,14,03-17-2020,Heerenveen
130,8.0,14.0,56742.0,19,03-22-2020,Heerhugowaard
130,5.0,9.0,56742.0,18,03-21-2020,Heerhugowaard
130,3.0,5.0,56742.0,17,03-20-2020,Heerhugowaard
130,2.0,4.0,56742.0,16,03-19-2020,Heerhugowaard
130,2.0,4.0,56742.0,15,03-18-2020,Heerhugowaard
130,1.0,2.0,56742.0,14,03-17-2020,Heerhugowaard
91,1.0,2.0,56742.0,12,03-16-2020,Heerhugowaard
97,1.0,2.0,56742.0,13,03-16-2020,Heerhugowaard
131,24.0,28.0,86832.0,19,03-22-2020,Heerlen
131,19.0,22.0,86832.0,18,03-21-2020,Heerlen
131,18.0,21.0,86832.0,17,03-20-2020,Heerlen
131,15.0,17.0,86832.0,16,03-19-2020,Heerlen
131,14.0,16.0,86832.0,15,03-18-2020,Heerlen
131,8.0,9.0,86832.0,14,03-17-2020,Heerlen
92,5.0,6.0,86832.0,12,03-16-2020,Heerlen
98,6.0,7.0,86832.0,13,03-16-2020,Heerlen
81,4.0,5.0,86832.0,11,03-14-2020,Heerlen
75,2.0,2.0,86832.0,10,03-13-2020,Heerlen
65,2.0,2.0,86832.0,09,03-12-2020,Heerlen
128,1.0,1.0,86832.0,08,03-11-2020,Heerlen
132,7.0,44.0,15964.0,19,03-22-2020,Heeze-Leende
132,4.0,25.0,15964.0,18,03-21-2020,Heeze-Leende
132,4.0,25.0,15964.0,17,03-20-2020,Heeze-Leende
132,4.0,25.0,15964.0,16,03-19-2020,Heeze-Leende
132,4.0,25.0,15964.0,15,03-18-2020,Heeze-Leende
132,3.0,19.0,15964.0,14,03-17-2020,Heeze-Leende
93,1.0,6.0,15964.0,12,03-16-2020,Heeze-Leende
99,2.0,13.0,15964.0,13,03-16-2020,Heeze-Leende
82,1.0,6.0,15964.0,11,03-14-2020,Heeze-Leende
76,1.0,6.0,15964.0,10,03-13-2020,Heeze-Leende
66,1.0,6.0,15964.0,09,03-12-2020,Heeze-Leende
129,1.0,6.0,15964.0,08,03-11-2020,Heeze-Leende
133,6.0,26.0,23464.0,19,03-22-2020,Heiloo
133,4.0,17.0,23464.0,18,03-21-2020,Heiloo
133,3.0,13.0,23464.0,17,03-20-2020,Heiloo
133,3.0,13.0,23464.0,16,03-19-2020,Heiloo
133,3.0,13.0,23464.0,15,03-18-2020,Heiloo
133,3.0,13.0,23464.0,14,03-17-2020,Heiloo
94,2.0,9.0,23464.0,12,03-16-2020,Heiloo
100,3.0,13.0,23464.0,13,03-16-2020,Heiloo
83,2.0,9.0,23464.0,11,03-14-2020,Heiloo
77,2.0,9.0,23464.0,10,03-13-2020,Heiloo
134,4.0,11.0,35808.0,19,03-22-2020,Hellendoorn
134,3.0,8.0,35808.0,18,03-21-2020,Hellendoorn
134,2.0,6.0,35808.0,17,03-20-2020,Hellendoorn
134,2.0,6.0,35808.0,16,03-19-2020,Hellendoorn
134,2.0,6.0,35808.0,15,03-18-2020,Hellendoorn
134,2.0,6.0,35808.0,14,03-17-2020,Hellendoorn
95,2.0,6.0,35808.0,12,03-16-2020,Hellendoorn
101,2.0,6.0,35808.0,13,03-16-2020,Hellendoorn
84,2.0,6.0,35808.0,11,03-14-2020,Hellendoorn
78,2.0,6.0,35808.0,10,03-13-2020,Hellendoorn
67,2.0,6.0,35808.0,09,03-12-2020,Hellendoorn
131,2.0,6.0,35808.0,08,03-11-2020,Hellendoorn
131,2.0,6.0,35808.0,07,03-10-2020,Hellendoorn
131,2.0,6.0,35808.0,06,03-09-2020,Hellendoorn
131,2.0,6.0,35808.0,05,03-08-2020,Hellendoorn
131,1.0,3.0,35808.0,04,03-07-2020,Hellendoorn
135,4.0,10.0,40049.0,19,03-22-2020,Hellevoetsluis
135,4.0,10.0,40049.0,18,03-21-2020,Hellevoetsluis
135,4.0,10.0,40049.0,17,03-20-2020,Hellevoetsluis
135,1.0,2.0,40049.0,16,03-19-2020,Hellevoetsluis
135,1.0,2.0,40049.0,15,03-18-2020,Hellevoetsluis
135,1.0,2.0,40049.0,14,03-17-2020,Hellevoetsluis
96,1.0,2.0,40049.0,12,03-16-2020,Hellevoetsluis
102,1.0,2.0,40049.0,13,03-16-2020,Hellevoetsluis
85,1.0,2.0,40049.0,11,03-14-2020,Hellevoetsluis
79,1.0,2.0,40049.0,10,03-13-2020,Hellevoetsluis
68,1.0,2.0,40049.0,09,03-12-2020,Hellevoetsluis
136,38.0,42.0,91524.0,19,03-22-2020,Helmond
136,32.0,35.0,91524.0,18,03-21-2020,Helmond
136,26.0,28.0,91524.0,17,03-20-2020,Helmond
136,22.0,24.0,91524.0,16,03-19-2020,Helmond
136,20.0,22.0,91524.0,15,03-18-2020,Helmond
136,19.0,21.0,91524.0,14,03-17-2020,Helmond
97,17.0,19.0,91524.0,12,03-16-2020,Helmond
103,17.0,19.0,91524.0,13,03-16-2020,Helmond
86,17.0,19.0,91524.0,11,03-14-2020,Helmond
80,16.0,17.0,91524.0,10,03-13-2020,Helmond
69,14.0,15.0,91524.0,09,03-12-2020,Helmond
133,12.0,13.0,91524.0,08,03-11-2020,Helmond
133,11.0,12.0,91524.0,07,03-10-2020,Helmond
133,7.0,8.0,91524.0,06,03-09-2020,Helmond
133,5.0,5.0,91524.0,05,03-08-2020,Helmond
133,4.0,4.0,91524.0,04,03-07-2020,Helmond
133,4.0,4.0,91524.0,03,03-06-2020,Helmond
133,4.0,4.0,91524.0,02,03-05-2020,Helmond
133,4.0,4.0,91524.0,01,03-04-2020,Helmond
133,1.0,1.0,91524.0,00,03-03-2020,Helmond
137,1.0,3.0,30966.0,19,03-22-2020,Hendrik-Ido-Ambacht
137,0.0,0.0,30966.0,18,03-21-2020,Hendrik-Ido-Ambacht
137,0.0,0.0,30966.0,17,03-20-2020,Hendrik-Ido-Ambacht
137,0.0,0.0,30966.0,16,03-19-2020,Hendrik-Ido-Ambacht
137,0.0,0.0,30966.0,15,03-18-2020,Hendrik-Ido-Ambacht
137,0.0,0.0,30966.0,14,03-17-2020,Hendrik-Ido-Ambacht
104,3.0,10.0,30966.0,13,03-16-2020,Hengelo
138,15.0,19.0,80683.0,19,03-22-2020,Hengelo (O)
138,13.0,16.0,80683.0,18,03-21-2020,Hengelo (O)
138,5.0,6.0,80683.0,17,03-20-2020,Hengelo (O)
138,4.0,5.0,80683.0,16,03-19-2020,Hengelo (O)
138,4.0,5.0,80683.0,15,03-18-2020,Hengelo (O)
138,3.0,4.0,80683.0,14,03-17-2020,Hengelo (O)
139,0.0,0.0,47888.0,19,03-22-2020,Het Hogeland
139,0.0,0.0,47888.0,18,03-21-2020,Het Hogeland
139,0.0,0.0,47888.0,17,03-20-2020,Het Hogeland
139,0.0,0.0,47888.0,16,03-19-2020,Het Hogeland
139,0.0,0.0,47888.0,15,03-18-2020,Het Hogeland
139,0.0,0.0,47888.0,14,03-17-2020,Het Hogeland
140,7.0,42.0,16486.0,19,03-22-2020,Heumen
140,7.0,42.0,16486.0,18,03-21-2020,Heumen
140,7.0,42.0,16486.0,17,03-20-2020,Heumen
140,6.0,36.0,16486.0,16,03-19-2020,Heumen
140,5.0,30.0,16486.0,15,03-18-2020,Heumen
140,3.0,18.0,16486.0,14,03-17-2020,Heumen
98,2.0,12.0,16486.0,12,03-16-2020,Heumen
105,2.0,12.0,16486.0,13,03-16-2020,Heumen
141,15.0,34.0,44135.0,19,03-22-2020,Heusden
141,11.0,25.0,44135.0,18,03-21-2020,Heusden
141,7.0,16.0,44135.0,17,03-20-2020,Heusden
141,6.0,14.0,44135.0,16,03-19-2020,Heusden
141,5.0,11.0,44135.0,15,03-18-2020,Heusden
141,4.0,9.0,44135.0,14,03-17-2020,Heusden
99,4.0,9.0,44135.0,12,03-16-2020,Heusden
106,4.0,9.0,44135.0,13,03-16-2020,Heusden
87,4.0,9.0,44135.0,11,03-14-2020,Heusden
81,4.0,9.0,44135.0,10,03-13-2020,Heusden
70,2.0,5.0,44135.0,09,03-12-2020,Heusden
138,2.0,5.0,44135.0,08,03-11-2020,Heusden
138,1.0,2.0,44135.0,07,03-10-2020,Heusden
138,1.0,2.0,44135.0,06,03-09-2020,Heusden
138,1.0,2.0,44135.0,05,03-08-2020,Heusden
138,1.0,2.0,44135.0,04,03-07-2020,Heusden
142,2.0,9.0,21966.0,19,03-22-2020,Hillegom
142,2.0,9.0,21966.0,18,03-21-2020,Hillegom
142,2.0,9.0,21966.0,17,03-20-2020,Hillegom
142,1.0,5.0,21966.0,16,03-19-2020,Hillegom
142,1.0,5.0,21966.0,15,03-18-2020,Hillegom
142,0.0,0.0,21966.0,14,03-17-2020,Hillegom
143,6.0,39.0,15334.0,19,03-22-2020,Hilvarenbeek
143,5.0,33.0,15334.0,18,03-21-2020,Hilvarenbeek
143,4.0,26.0,15334.0,17,03-20-2020,Hilvarenbeek
143,4.0,26.0,15334.0,16,03-19-2020,Hilvarenbeek
143,4.0,26.0,15334.0,15,03-18-2020,Hilvarenbeek
143,4.0,26.0,15334.0,14,03-17-2020,Hilvarenbeek
100,5.0,33.0,15334.0,12,03-16-2020,Hilvarenbeek
107,4.0,26.0,15334.0,13,03-16-2020,Hilvarenbeek
88,5.0,33.0,15334.0,11,03-14-2020,Hilvarenbeek
82,5.0,33.0,15334.0,10,03-13-2020,Hilvarenbeek
71,3.0,20.0,15334.0,09,03-12-2020,Hilvarenbeek
140,1.0,7.0,15334.0,08,03-11-2020,Hilvarenbeek
144,7.0,8.0,90238.0,19,03-22-2020,Hilversum
144,7.0,8.0,90238.0,18,03-21-2020,Hilversum
144,5.0,6.0,90238.0,17,03-20-2020,Hilversum
144,3.0,3.0,90238.0,16,03-19-2020,Hilversum
144,3.0,3.0,90238.0,15,03-18-2020,Hilversum
144,3.0,3.0,90238.0,14,03-17-2020,Hilversum
145,21.0,24.0,86656.0,19,03-22-2020,Hoeksche Waard
145,17.0,20.0,86656.0,18,03-21-2020,Hoeksche Waard
145,17.0,20.0,86656.0,17,03-20-2020,Hoeksche Waard
145,12.0,14.0,86656.0,16,03-19-2020,Hoeksche Waard
145,8.0,9.0,86656.0,15,03-18-2020,Hoeksche Waard
145,6.0,7.0,86656.0,14,03-17-2020,Hoeksche Waard
101,2.0,2.0,86656.0,12,03-16-2020,Hoeksche Waard
108,4.0,5.0,86656.0,13,03-16-2020,Hoeksche Waard
89,1.0,1.0,86656.0,11,03-14-2020,Hoeksche Waard
83,1.0,1.0,86656.0,10,03-13-2020,Hoeksche Waard
72,1.0,1.0,86656.0,09,03-12-2020,Hoeksche Waard
142,2.0,2.0,86656.0,08,03-11-2020,Hoeksche Waard
142,2.0,2.0,86656.0,07,03-10-2020,Hoeksche Waard
142,2.0,2.0,86656.0,06,03-09-2020,Hoeksche Waard
142,2.0,2.0,86656.0,05,03-08-2020,Hoeksche Waard
142,2.0,2.0,86656.0,04,03-07-2020,Hoeksche Waard
142,1.0,1.0,86656.0,03,03-06-2020,Hoeksche Waard
142,1.0,1.0,86656.0,02,03-05-2020,Hoeksche Waard
142,1.0,1.0,86656.0,01,03-04-2020,Hoeksche Waard
146,5.0,14.0,34940.0,19,03-22-2020,Hof van Twente
146,4.0,11.0,34940.0,18,03-21-2020,Hof van Twente
146,3.0,9.0,34940.0,17,03-20-2020,Hof van Twente
146,3.0,9.0,34940.0,16,03-19-2020,Hof van Twente
146,3.0,9.0,34940.0,15,03-18-2020,Hof van Twente
146,1.0,3.0,34940.0,14,03-17-2020,Hof van Twente
102,1.0,3.0,34940.0,12,03-16-2020,Hof van Twente
109,1.0,3.0,34940.0,13,03-16-2020,Hof van Twente
147,7.0,15.0,47815.0,19,03-22-2020,Hollands Kroon
147,6.0,13.0,47815.0,18,03-21-2020,Hollands Kroon
147,3.0,6.0,47815.0,17,03-20-2020,Hollands Kroon
147,3.0,6.0,47815.0,16,03-19-2020,Hollands Kroon
147,1.0,2.0,47815.0,15,03-18-2020,Hollands Kroon
147,0.0,0.0,47815.0,14,03-17-2020,Hollands Kroon
148,5.0,9.0,55662.0,19,03-22-2020,Hoogeveen
148,5.0,9.0,55662.0,18,03-21-2020,Hoogeveen
148,4.0,7.0,55662.0,17,03-20-2020,Hoogeveen
148,3.0,5.0,55662.0,16,03-19-2020,Hoogeveen
148,3.0,5.0,55662.0,15,03-18-2020,Hoogeveen
148,2.0,4.0,55662.0,14,03-17-2020,Hoogeveen
103,2.0,4.0,55662.0,12,03-16-2020,Hoogeveen
110,2.0,4.0,55662.0,13,03-16-2020,Hoogeveen
90,2.0,4.0,55662.0,11,03-14-2020,Hoogeveen
84,1.0,2.0,55662.0,10,03-13-2020,Hoogeveen
73,1.0,2.0,55662.0,09,03-12-2020,Hoogeveen
149,9.0,12.0,73004.0,19,03-22-2020,Hoorn
149,8.0,11.0,73004.0,18,03-21-2020,Hoorn
149,3.0,4.0,73004.0,17,03-20-2020,Hoorn
149,2.0,3.0,73004.0,16,03-19-2020,Hoorn
149,1.0,1.0,73004.0,15,03-18-2020,Hoorn
149,1.0,1.0,73004.0,14,03-17-2020,Hoorn
111,1.0,1.0,73004.0,13,03-16-2020,Hoorn
150,13.0,31.0,42291.0,19,03-22-2020,Horst aan de Maas
150,13.0,31.0,42291.0,18,03-21-2020,Horst aan de Maas
150,11.0,26.0,42291.0,17,03-20-2020,Horst aan de Maas
150,10.0,24.0,42291.0,16,03-19-2020,Horst aan de Maas
150,8.0,19.0,42291.0,15,03-18-2020,Horst aan de Maas
150,8.0,19.0,42291.0,14,03-17-2020,Horst aan de Maas
104,3.0,7.0,42291.0,12,03-16-2020,Horst aan de Maas
112,5.0,12.0,42291.0,13,03-16-2020,Horst aan de Maas
91,3.0,7.0,42291.0,11,03-14-2020,Horst aan de Maas
85,2.0,5.0,42291.0,10,03-13-2020,Horst aan de Maas
151,23.0,46.0,49911.0,19,03-22-2020,Houten
151,19.0,38.0,49911.0,18,03-21-2020,Houten
151,17.0,34.0,49911.0,17,03-20-2020,Houten
151,17.0,34.0,49911.0,16,03-19-2020,Houten
151,14.0,28.0,49911.0,15,03-18-2020,Houten
151,13.0,26.0,49911.0,14,03-17-2020,Houten
105,13.0,26.0,49911.0,12,03-16-2020,Houten
113,13.0,26.0,49911.0,13,03-16-2020,Houten
92,13.0,26.0,49911.0,11,03-14-2020,Houten
86,13.0,26.0,49911.0,10,03-13-2020,Houten
74,13.0,26.0,49911.0,09,03-12-2020,Houten
148,13.0,26.0,49911.0,08,03-11-2020,Houten
148,13.0,26.0,49911.0,07,03-10-2020,Houten
148,13.0,26.0,49911.0,06,03-09-2020,Houten
148,13.0,26.0,49911.0,05,03-08-2020,Houten
148,13.0,26.0,49911.0,04,03-07-2020,Houten
148,9.0,18.0,49911.0,03,03-06-2020,Houten
148,9.0,18.0,49911.0,02,03-05-2020,Houten
148,1.0,2.0,49911.0,01,03-04-2020,Houten
148,1.0,2.0,49911.0,00,03-03-2020,Houten
152,3.0,7.0,41273.0,19,03-22-2020,Huizen
152,3.0,7.0,41273.0,18,03-21-2020,Huizen
152,3.0,7.0,41273.0,17,03-20-2020,Huizen
152,3.0,7.0,41273.0,16,03-19-2020,Huizen
152,2.0,5.0,41273.0,15,03-18-2020,Huizen
152,1.0,2.0,41273.0,14,03-17-2020,Huizen
106,1.0,2.0,41273.0,12,03-16-2020,Huizen
114,1.0,2.0,41273.0,13,03-16-2020,Huizen
93,1.0,2.0,41273.0,11,03-14-2020,Huizen
87,1.0,2.0,41273.0,10,03-13-2020,Huizen
75,1.0,2.0,41273.0,09,03-12-2020,Huizen
149,2.0,5.0,41273.0,08,03-11-2020,Huizen
149,1.0,2.0,41273.0,07,03-10-2020,Huizen
149,1.0,2.0,41273.0,06,03-09-2020,Huizen
149,1.0,2.0,41273.0,05,03-08-2020,Huizen
153,0.0,0.0,27524.0,19,03-22-2020,Hulst
153,0.0,0.0,27524.0,18,03-21-2020,Hulst
153,0.0,0.0,27524.0,17,03-20-2020,Hulst
153,0.0,0.0,27524.0,16,03-19-2020,Hulst
153,0.0,0.0,27524.0,15,03-18-2020,Hulst
153,0.0,0.0,27524.0,14,03-17-2020,Hulst
154,13.0,38.0,34160.0,19,03-22-2020,IJsselstein
154,11.0,32.0,34160.0,18,03-21-2020,IJsselstein
154,8.0,23.0,34160.0,17,03-20-2020,IJsselstein
154,8.0,23.0,34160.0,16,03-19-2020,IJsselstein
154,7.0,20.0,34160.0,15,03-18-2020,IJsselstein
154,6.0,18.0,34160.0,14,03-17-2020,IJsselstein
107,2.0,6.0,34160.0,12,03-16-2020,IJsselstein
115,4.0,12.0,34160.0,13,03-16-2020,IJsselstein
94,1.0,3.0,34160.0,11,03-14-2020,IJsselstein
88,1.0,3.0,34160.0,10,03-13-2020,IJsselstein
76,1.0,3.0,34160.0,09,03-12-2020,IJsselstein
151,1.0,3.0,34160.0,08,03-11-2020,IJsselstein
151,1.0,3.0,34160.0,07,03-10-2020,IJsselstein
151,1.0,3.0,34160.0,06,03-09-2020,IJsselstein
151,1.0,3.0,34160.0,05,03-08-2020,IJsselstein
155,2.0,7.0,26866.0,19,03-22-2020,Kaag en Braassem
155,1.0,4.0,26866.0,18,03-21-2020,Kaag en Braassem
155,1.0,4.0,26866.0,17,03-20-2020,Kaag en Braassem
155,1.0,4.0,26866.0,16,03-19-2020,Kaag en Braassem
155,0.0,0.0,26866.0,15,03-18-2020,Kaag en Braassem
155,0.0,0.0,26866.0,14,03-17-2020,Kaag en Braassem
156,14.0,26.0,53779.0,19,03-22-2020,Kampen
156,12.0,22.0,53779.0,18,03-21-2020,Kampen
156,5.0,9.0,53779.0,17,03-20-2020,Kampen
156,2.0,4.0,53779.0,16,03-19-2020,Kampen
156,2.0,4.0,53779.0,15,03-18-2020,Kampen
156,1.0,2.0,53779.0,14,03-17-2020,Kampen
157,2.0,16.0,12785.0,19,03-22-2020,Kapelle
157,2.0,16.0,12785.0,18,03-21-2020,Kapelle
157,2.0,16.0,12785.0,17,03-20-2020,Kapelle
157,2.0,16.0,12785.0,16,03-19-2020,Kapelle
157,2.0,16.0,12785.0,15,03-18-2020,Kapelle
157,1.0,8.0,12785.0,14,03-17-2020,Kapelle
158,6.0,9.0,65302.0,19,03-22-2020,Katwijk
158,5.0,8.0,65302.0,18,03-21-2020,Katwijk
158,3.0,5.0,65302.0,17,03-20-2020,Katwijk
158,2.0,3.0,65302.0,16,03-19-2020,Katwijk
158,2.0,3.0,65302.0,15,03-18-2020,Katwijk
158,1.0,2.0,65302.0,14,03-17-2020,Katwijk
108,1.0,2.0,65302.0,12,03-16-2020,Katwijk
116,1.0,2.0,65302.0,13,03-16-2020,Katwijk
95,1.0,2.0,65302.0,11,03-14-2020,Katwijk
89,1.0,2.0,65302.0,10,03-13-2020,Katwijk
77,1.0,2.0,65302.0,09,03-12-2020,Katwijk
159,8.0,18.0,45642.0,19,03-22-2020,Kerkrade
159,6.0,13.0,45642.0,18,03-21-2020,Kerkrade
159,5.0,11.0,45642.0,17,03-20-2020,Kerkrade
159,3.0,7.0,45642.0,16,03-19-2020,Kerkrade
159,3.0,7.0,45642.0,15,03-18-2020,Kerkrade
159,3.0,7.0,45642.0,14,03-17-2020,Kerkrade
109,2.0,4.0,45642.0,12,03-16-2020,Kerkrade
117,2.0,4.0,45642.0,13,03-16-2020,Kerkrade
96,1.0,2.0,45642.0,11,03-14-2020,Kerkrade
160,2.0,9.0,22738.0,19,03-22-2020,Koggenland
160,1.0,4.0,22738.0,18,03-21-2020,Koggenland
160,1.0,4.0,22738.0,17,03-20-2020,Koggenland
160,1.0,4.0,22738.0,16,03-19-2020,Koggenland
160,1.0,4.0,22738.0,15,03-18-2020,Koggenland
160,1.0,4.0,22738.0,14,03-17-2020,Koggenland
110,1.0,4.0,22738.0,12,03-16-2020,Koggenland
118,1.0,4.0,22738.0,13,03-16-2020,Koggenland
97,1.0,4.0,22738.0,11,03-14-2020,Koggenland
161,3.0,10.0,29376.0,19,03-22-2020,Krimpen aan den IJssel
161,2.0,7.0,29376.0,18,03-21-2020,Krimpen aan den IJssel
161,2.0,7.0,29376.0,17,03-20-2020,Krimpen aan den IJssel
161,2.0,7.0,29376.0,16,03-19-2020,Krimpen aan den IJssel
161,1.0,3.0,29376.0,15,03-18-2020,Krimpen aan den IJssel
161,1.0,3.0,29376.0,14,03-17-2020,Krimpen aan den IJssel
111,1.0,3.0,29376.0,12,03-16-2020,Krimpen aan den IJssel
119,1.0,3.0,29376.0,13,03-16-2020,Krimpen aan den IJssel
98,1.0,3.0,29376.0,11,03-14-2020,Krimpen aan den IJssel
90,1.0,3.0,29376.0,10,03-13-2020,Krimpen aan den IJssel
78,1.0,3.0,29376.0,09,03-12-2020,Krimpen aan den IJssel
162,11.0,20.0,56048.0,19,03-22-2020,Krimpenerwaard
162,9.0,16.0,56048.0,18,03-21-2020,Krimpenerwaard
162,7.0,12.0,56048.0,17,03-20-2020,Krimpenerwaard
162,5.0,9.0,56048.0,16,03-19-2020,Krimpenerwaard
162,4.0,7.0,56048.0,15,03-18-2020,Krimpenerwaard
162,4.0,7.0,56048.0,14,03-17-2020,Krimpenerwaard
112,4.0,7.0,56048.0,12,03-16-2020,Krimpenerwaard
120,4.0,7.0,56048.0,13,03-16-2020,Krimpenerwaard
99,3.0,5.0,56048.0,11,03-14-2020,Krimpenerwaard
91,3.0,5.0,56048.0,10,03-13-2020,Krimpenerwaard
79,3.0,5.0,56048.0,09,03-12-2020,Krimpenerwaard
159,3.0,5.0,56048.0,08,03-11-2020,Krimpenerwaard
159,1.0,2.0,56048.0,07,03-10-2020,Krimpenerwaard
159,1.0,2.0,56048.0,06,03-09-2020,Krimpenerwaard
159,1.0,2.0,56048.0,05,03-08-2020,Krimpenerwaard
163,11.0,49.0,22333.0,19,03-22-2020,Laarbeek
163,8.0,36.0,22333.0,18,03-21-2020,Laarbeek
163,6.0,27.0,22333.0,17,03-20-2020,Laarbeek
163,4.0,18.0,22333.0,16,03-19-2020,Laarbeek
163,2.0,9.0,22333.0,15,03-18-2020,Laarbeek
163,1.0,4.0,22333.0,14,03-17-2020,Laarbeek
113,1.0,4.0,22333.0,12,03-16-2020,Laarbeek
121,1.0,4.0,22333.0,13,03-16-2020,Laarbeek
100,1.0,4.0,22333.0,11,03-14-2020,Laarbeek
92,1.0,4.0,22333.0,10,03-13-2020,Laarbeek
164,22.0,142.0,15529.0,19,03-22-2020,Landerd
164,20.0,129.0,15529.0,18,03-21-2020,Landerd
164,20.0,129.0,15529.0,17,03-20-2020,Landerd
164,18.0,116.0,15529.0,16,03-19-2020,Landerd
164,16.0,103.0,15529.0,15,03-18-2020,Landerd
164,14.0,90.0,15529.0,14,03-17-2020,Landerd
114,5.0,32.0,15529.0,12,03-16-2020,Landerd
122,10.0,64.0,15529.0,13,03-16-2020,Landerd
101,5.0,32.0,15529.0,11,03-14-2020,Landerd
93,4.0,26.0,15529.0,10,03-13-2020,Landerd
80,2.0,13.0,15529.0,09,03-12-2020,Landerd
161,2.0,13.0,15529.0,08,03-11-2020,Landerd
161,1.0,6.0,15529.0,07,03-10-2020,Landerd
161,2.0,13.0,15529.0,06,03-09-2020,Landerd
161,2.0,13.0,15529.0,05,03-08-2020,Landerd
165,10.0,27.0,37591.0,19,03-22-2020,Landgraaf
165,9.0,24.0,37591.0,18,03-21-2020,Landgraaf
165,7.0,19.0,37591.0,17,03-20-2020,Landgraaf
165,7.0,19.0,37591.0,16,03-19-2020,Landgraaf
165,7.0,19.0,37591.0,15,03-18-2020,Landgraaf
165,4.0,11.0,37591.0,14,03-17-2020,Landgraaf
115,4.0,11.0,37591.0,12,03-16-2020,Landgraaf
123,4.0,11.0,37591.0,13,03-16-2020,Landgraaf
102,4.0,11.0,37591.0,11,03-14-2020,Landgraaf
94,2.0,5.0,37591.0,10,03-13-2020,Landgraaf
81,1.0,3.0,37591.0,09,03-12-2020,Landgraaf
166,5.0,44.0,11488.0,19,03-22-2020,Landsmeer
166,4.0,35.0,11488.0,18,03-21-2020,Landsmeer
166,4.0,35.0,11488.0,17,03-20-2020,Landsmeer
166,3.0,26.0,11488.0,16,03-19-2020,Landsmeer
166,3.0,26.0,11488.0,15,03-18-2020,Landsmeer
166,3.0,26.0,11488.0,14,03-17-2020,Landsmeer
116,3.0,26.0,11488.0,12,03-16-2020,Landsmeer
124,3.0,26.0,11488.0,13,03-16-2020,Landsmeer
103,2.0,17.0,11488.0,11,03-14-2020,Landsmeer
95,2.0,17.0,11488.0,10,03-13-2020,Landsmeer
82,2.0,17.0,11488.0,09,03-12-2020,Landsmeer
163,1.0,9.0,11488.0,04,03-07-2020,Landsmeer
167,4.0,14.0,27992.0,19,03-22-2020,Langedijk
167,4.0,14.0,27992.0,18,03-21-2020,Langedijk
167,4.0,14.0,27992.0,17,03-20-2020,Langedijk
167,4.0,14.0,27992.0,16,03-19-2020,Langedijk
167,4.0,14.0,27992.0,15,03-18-2020,Langedijk
167,4.0,14.0,27992.0,14,03-17-2020,Langedijk
117,4.0,14.0,27992.0,12,03-16-2020,Langedijk
125,4.0,14.0,27992.0,13,03-16-2020,Langedijk
104,3.0,11.0,27992.0,11,03-14-2020,Langedijk
96,3.0,11.0,27992.0,10,03-13-2020,Langedijk
83,1.0,4.0,27992.0,09,03-12-2020,Langedijk
164,1.0,4.0,27992.0,08,03-11-2020,Langedijk
168,20.0,32.0,61601.0,19,03-22-2020,Lansingerland
168,16.0,26.0,61601.0,18,03-21-2020,Lansingerland
168,14.0,23.0,61601.0,17,03-20-2020,Lansingerland
168,13.0,21.0,61601.0,16,03-19-2020,Lansingerland
168,10.0,16.0,61601.0,15,03-18-2020,Lansingerland
168,7.0,11.0,61601.0,14,03-17-2020,Lansingerland
118,5.0,8.0,61601.0,12,03-16-2020,Lansingerland
126,5.0,8.0,61601.0,13,03-16-2020,Lansingerland
105,4.0,6.0,61601.0,11,03-14-2020,Lansingerland
97,4.0,6.0,61601.0,10,03-13-2020,Lansingerland
84,4.0,6.0,61601.0,09,03-12-2020,Lansingerland
165,4.0,6.0,61601.0,08,03-11-2020,Lansingerland
165,4.0,6.0,61601.0,07,03-10-2020,Lansingerland
165,3.0,5.0,61601.0,06,03-09-2020,Lansingerland
165,2.0,3.0,61601.0,05,03-08-2020,Lansingerland
165,2.0,3.0,61601.0,04,03-07-2020,Lansingerland
165,1.0,2.0,61601.0,03,03-06-2020,Lansingerland
169,0.0,0.0,11195.0,19,03-22-2020,Laren
169,0.0,0.0,11195.0,18,03-21-2020,Laren
169,0.0,0.0,11195.0,17,03-20-2020,Laren
169,0.0,0.0,11195.0,16,03-19-2020,Laren
169,0.0,0.0,11195.0,15,03-18-2020,Laren
169,0.0,0.0,11195.0,14,03-17-2020,Laren
170,8.0,6.0,123107.0,19,03-22-2020,Leeuwarden
170,8.0,6.0,123107.0,18,03-21-2020,Leeuwarden
170,5.0,4.0,123107.0,17,03-20-2020,Leeuwarden
170,5.0,4.0,123107.0,16,03-19-2020,Leeuwarden
170,4.0,3.0,123107.0,15,03-18-2020,Leeuwarden
170,3.0,2.0,123107.0,14,03-17-2020,Leeuwarden
119,1.0,1.0,123107.0,12,03-16-2020,Leeuwarden
127,2.0,2.0,123107.0,13,03-16-2020,Leeuwarden
